hotel_name,name,rating,review
Mahima Hotel Semarang,Adrea Dinovi,5.0,"(Translated by Google) Mahima Hotel always has the impression of being comfortable, artistic, unique, and wanting to come back again after visiting the Hotel. Thank you for the comfort that is maintained. Only, the Lobby area women's toilet smells lately. Usually fragrant and dry, please help maintain the comfort of using the Lobby toilet. (Original) Mahima Hotel selalu punya kesan nyaman, artistik, unik, dan ingin kembali lagi setelah mengunjungi Hotel. Terima kasih untuk kenyamanan yang tetap dijaga. Hanya, toilet wanita area Lobby bau akhir-akhir ini. Biasanya wangi dan kering, please help mempertahankan kenyamanan menggunakan toilet Lobby nya."
Mahima Hotel Semarang,Anggia Dyah Arumdhani,5.0,"(Translated by Google) Here to be a bridesmaid, because I don't want to stay so I go up and down the stairs to her waiting room hahaha (Original) Kesini jadi bridesmaid, karna ngga nginep jadi naik turun tangga buat ke kamar nganten nya hahaha"
Mahima Hotel Semarang,febri rudyanto,5.0,"(Translated by Google) The hotel is near the Kraoyak Semarang toll gate, less than 1km...from the north coast line, you enter 100 meters, so it's not noisy. Do not force to drive on the toll road if you are tired and feel sleepy. The hotel is good, the rooms are spacious (Original) Hotel dekat pintu tol kraoyak semarang, tidak sampai 1km...dari jalur pantura masuk 100meter, jd tidak berisik. Jangan paksakan berkendara di tol kalau sudah lelah dan terasa mengantuk. Hotelnya bagus, kamar luas"
Mahima Hotel Semarang,Rully Heliansyah,4.0,(Translated by Google) The bad cover laundry deodorizer is too fragrant to disturb while sleeping (Original) pewangi laundry bad covernya terlalu wangi menggangu saat tidur
The Azana Hotel Airport,Ilham M,5.0,"No fridge or personal safe in the room Ii stayed in, but other that that it's great. Room is very well kept.Rooms: 4/5 | Service: 5/5 | Location: 5/5 …More"
The Azana Hotel Airport,Pascalis Kindo,5.0,"Second time me and my family stayed here, the room so comfy, clean and modern. They provide a very delicious foods and beverages for breakfast and a very fresh juice.. The staffs very friendly and helpful, when we had a breakfast, I found that chocolate milk was out of stock, but one of the staff came to me, and she told me that there's still some left a glass of chocolate milk and she immediately take and pass it to my son.. WELL DONE! Surely I will go back again to The Azana Hotel.. Thank you!"
The Azana Hotel Airport,Nadya Khoirunnisa,4.0,"Nice place and easy to access. The breakfast variety is good, but they are a bit slow in refill the food. Personally, what i like the most from this hotel is they serve all-day-long room service, so no matter what time it is, if you are hungry just grab the phone and call the room service. The room key is the one troubled me the most. I have to update it in the receptionist everytime i went out, because they say i put it too close to my phone (which is weird tho, because i dont put my phone in my bag). And they dont have minibar inside the room... a bit disappointing, but still okay...."
The Azana Hotel Airport,Yulia Damayanti,5.0,"Comfy and clean hotel. It has delicious and various food and beverages for breakfast, near Semarang Airport also easy access to toll (Krapyak-Jatingaleh) you may reach Culinary and Souvenirs Center (Bandeng Juwana, Tahu Bakso Bu Pudji and Lumpia Semarang) at Pamularsih, so you may avoid traffic at Pandanaran. The rooftop cafe was awesome you may captured the night view of city from there..."
The Azana Hotel Airport,Nurul Fatimatuz Z,1.0,"I came in 4 p.m and they said for me to wait for a while for the room preparation. 25 mins later they gave me the key and when I went to the room, it was not ready, still messy and dirty. I decided to leave it empty and they gave me no compliment.Rooms: 1/5 | Service: 1/5 | Location: 2/5 …More"
The Azana Hotel Airport,Rizwan Jamil,5.0,Nice and big clean room
The Azana Hotel Airport,Jeonthiang Kieu,4.0,"New hotel operated on October,2018. Room was feel comfortable to stay, restaurant was at 1st floor with different delicious spicy food to choose, yoga n fresh fruits can be found at the corner, mini swimming pool was at the corner of ground floor, a karaoke pub was added to the site of lobby, you can order some famous coffee or beer to drink n enjoyed the live band performaed their song on the stage."
The Azana Hotel Airport,Ignatius Victorinus Wahyu Dewanto,4.0,"Easy to reach, good view restaurant, small parking lot, comfortable convention room"
The Azana Hotel Airport,Hari Mawan,5.0,"the hotel is nice, clean, comfortable, when I go to azana there is a meeting, the meeting room is good, the air conditioning is cold, the coffebreak is good"
The Azana Hotel Airport,Nes Nes,4.0,"So clean, spacious room, great wifi, the location is near airport and about 4km to the center of the city. Convenient to go anywhere you want."
The Azana Hotel Airport,Saidu Bangura,4.0,They have the BEST FOODRooms: 3/5 | Service: 5/5 | Location: 3/5 …More
The Azana Hotel Airport,Wibowo Sugiarto,4.0,Room was okay but the floor was abit dirty. The swimming pool is so small.
The Azana Hotel Airport,Wahyu Priyansah,5.0,"Good, strategic. Delicious meal. good staff and management.."
The Azana Hotel Airport,anggi hafiz,4.0,Not that far from Airport. Spacious rooms and various breakfast. Very late check in still accepted at 01.00 a.m :D
The Azana Hotel Airport,RAJESH LUGUN,2.0,They ask to pay good bills same day .. not wait till check out .. no much food choice in menu ..
The Azana Hotel Airport,wargino sihim,3.0,"The plus is near airport. Water quality no so good (yellowish), food standard, room clean but many ants. If you bring food to room be careful."
The Azana Hotel Airport,Cynthia Carolina,5.0,Stayed for 2 night. The staff friendly and cheerful. The room was clean and refreshed each day.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
The Azana Hotel Airport,Luthvi Arliawan,5.0,cheapest president suite that I've ever known. only rp 1.7 million with comfort bed and sofa
The Azana Hotel Airport,Ary Tri Dharma,4.0,"Nice hotel, modern concept. But it's not really 4 star.. swimming pool for children only."
The Azana Hotel Airport,bejo bejoh,1.0,no refrigerator bad wifi single room key limited parkingspace *closefistbadservice
The Azana Hotel Airport,R Malik,5.0,Clean Room and ComfortableBreakfast yummy...
The Azana Hotel Airport,Hamzah Hamzah,4.0,Best access but there's a lot of better choice
The Azana Hotel Airport,Sekar Ayuning Pangestu,5.0,This place so comfy 👍. The service are the best. People at the front office are so polite and friendly. Basically all them people are so friendly 👍👍👍. I like it here 💪💪💪
The Azana Hotel Airport,Mas Bei,4.0,This is nice hotel to stay which close to the city center....the staffs were so welcome and helpful...
The Azana Hotel Airport,Hisyam Islam,5.0,Good budget hotel. Breakfast is delicious.
The Azana Hotel Airport,Sharon Bryan,5.0,"Modern, clean hotel with nice breakfast and very friendly staff. I would stay here again."
The Azana Hotel Airport,Christopher Bagus,5.0,"Very clean rooms, good breakfast and its friendly staff"
The Azana Hotel Airport,Herminto Setiawan,4.0,"The carpets of Bellagio room looks dirty, so feel uncomfortable"
The Azana Hotel Airport,Laurell Shanisa,5.0,Good place for wedding. Good taste for food. I will back again. Very recommended
The Azana Hotel Airport,Juergen Kaehler,4.0,The hotel is looking nice. Much promo about wedding. Breakfast good.
The Azana Hotel Airport,ahmadlukmanp,4.0,Good hotel for rest
The Azana Hotel Airport,Me,5.0,It was a very nice hotel. So clean and comfortable.
The Azana Hotel Airport,Chaerun Muhaimin,5.0,Nice place to stay for early morning flight from Semarang.
The Azana Hotel Airport,melinda saputra,5.0,New hotel good services spacious room recommended!
The Azana Hotel Airport,pratiwi nurcahyani,5.0,Good. Okay
The Azana Hotel Airport,Rangga Mardhika,5.0,Good
The Azana Hotel Airport,masbriotv masbriotv,2.0,Please check again the exit lane. Is it comfy for sedan or small cars?
The Azana Hotel Airport,Misael Sapta,5.0,"Bersih, Excellent Service, Good Ballroom"
The Azana Hotel Airport,Muhammad Syarifuddin Said,3.0,Ok.. yes.. not bad
The Azana Hotel Airport,Juhdin AF,5.0,Sooo good i think 👍🏻 recomended place dude
The Azana Hotel Airport,En Admin,5.0,Good clean .. good service .. all excellent
The Azana Hotel Airport,Robinson Robinson,5.0,"Good service, good room, good food."
The Azana Hotel Airport,pawon ngebul,5.0,KerenRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
The Azana Hotel Airport,Tjiptomo Hidayat,5.0,"Good place, with reasonable price"
The Azana Hotel Airport,Anwar Fauzi,3.0,The parking area is not user friendly
The Azana Hotel Airport,Nugroho Subroto,1.0,Poor room's AC .
The Azana Hotel Airport,Adie Nopp,5.0,Good vibeRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
The Azana Hotel Airport,Rendra Wahyudi,5.0,..nice
The Azana Hotel Airport,Dave Farich,5.0,Take a rest for awhile.. clean hotel
The Azana Hotel Airport,kirana prameswari,4.0,Not bad lah...
The Azana Hotel Airport,Dedi Rosadi,5.0,Cozy stay
The Azana Hotel Airport,selly irfandy,3.0,B aja
The Azana Hotel Airport,milo o,3.0,not bad
The Azana Hotel Airport,Prima Arimoerti,5.0,Nice hotel...
The Azana Hotel Airport,JS. DroneDemak,4.0,Ok
The Azana Hotel Airport,JAYUS SEMARANG,5.0,Good place for relax
The Azana Hotel Airport,Andika Herwijanarko,4.0,"Nice spot, close to the airport"
The Azana Hotel Airport,Berdoa Dan Bekerja,5.0,So good
The Azana Hotel Airport,Eiko C. Satriya,3.0,Not bad.
The Azana Hotel Airport,Ditya Aditya,5.0,Cozy
The Azana Hotel Airport,muhamad irfan,5.0,ok
The Azana Hotel Airport,Haryo H,5.0,Nice view from rooftop ...
The Azana Hotel Airport,Febrina Azahra,5.0,Very nice place to relax
The Azana Hotel Airport,Blasius Allan Dicky Wijaya,5.0,New hotel
The Azana Hotel Airport,AJILIAZGA,5.0,Ok
The Azana Hotel Airport,Ratna Puspitasari,1.0,Good facility
The Azana Hotel Airport,Ghani Putra,5.0,?mute
The Azana Hotel Airport,Ihsan Naufal,4.0,Strategic location near to Airport
The Azana Hotel Airport,Ianro Tripda Gultom,5.0,Azana yes
The Azana Hotel Airport,Sasha Naghea,5.0,Good
The Azana Hotel Airport,Vicky Pamela,5.0,Good experience there
The Azana Hotel Airport,Aditya Kurniawan,5.0,Love it
The Azana Hotel Airport,Xiao Wang Rose,5.0,Ok
The Azana Hotel Airport,Hasta Priyono,5.0,Good
The Azana Hotel Airport,sugeng mata,3.0,Ok
The Azana Hotel Airport,wahyu tunjung,4.0,Cozy hotel near airport
The Azana Hotel Airport,Saefudin,5.0,Jozz
The Azana Hotel Airport,dimas pangky,5.0,Good and clean
The Azana Hotel Airport,Hendy Saputra,4.0,clean and near airport
The Azana Hotel Airport,Budi Arifudin,5.0,Nice
The Azana Hotel Airport,Poedjiejanto Kiran,5.0,nice
The Azana Hotel Airport,sinz 77,4.0,Good
The Azana Hotel Airport,Aan Sudiana,5.0,Ok
The Azana Hotel Airport,Mr. ZU AR,5.0,Ok
The Azana Hotel Airport,peter imra,5.0,Top
The Azana Hotel Airport,Rinanto Aulono,3.0,Bad parking lot !
The Azana Hotel Airport,DIDIK SETIAWAN,4.0,Good
The Azana Hotel Airport,mama cantik,5.0,Good
The Azana Hotel Airport,Happy Saputra,5.0,Very good..
The Azana Hotel Airport,Efraim Stive,5.0,Nice
The Azana Hotel Airport,Edy Ichtiar,4.0,Good
The Azana Hotel Airport,Vss Coffeehouse,5.0,great
The Azana Hotel Airport,suseno gendurek,4.0,Good
The Azana Hotel Airport,Hendra Oppie,4.0,Value to money
The Azana Hotel Airport,Chris Hutama,5.0,Clean and comfort
The Azana Hotel Airport,Bangun Widodo,5.0,Verry good
The Azana Hotel Airport,Edy Sofian Oskandar,3.0,Good and convinion
The Azana Hotel Airport,Henny Rumui,5.0,Good hotel
The Azana Hotel Airport,Gozalli Hardianto,5.0,Vhorty place
The Azana Hotel Airport,Khairul Rizal,3.0,lack of facility...
Hotel Tugu Indah,Ddm Destiny,1.0,"The actual place looks different from the photos. The location is quite far from city center. And there's no shop or food stall nearby. The room looks dull, old, and creepy with not so bright room lamp. Old and not clean bed. Old and not so clean toilet. The wastafel also clogged so its hard to even wash hand. Also there's no hot water in the room. There's small balcony in the opposite side of the room from front door. But the balcony only have a cement wall for its view and it creepy at night. I think this hotel supposedly only have below 2 star rank for this and many others negative comment. Not recommended for family trip"
Hotel Tugu Indah,abimanyu isranto,3.0,"It's an option to stay near Semarang Barat. If you came from Kendal, the hotel located at the right from road. It's only need 5 to 10 minutes to reach Semarang-Solo Toll Road Gates from hotel."
Hotel Tugu Indah,Abdul Rohman Hadi,2.0,Need long time to get cool with old air conditioner. This hotel has an old bed.
Hotel Tugu Indah,Ardiansyah Ricky,5.0,GoodRooms: 4/5 | Service: 4/5 | Location: 4/5 …More
Hotel Tugu Indah,Safaardelia Putri,5.0,"Yaman , mntap best of the best 👍👍"
Hotel Tugu Indah,Setya Arta,3.0,Transit
Hotel Tugu Indah,Seto Adi Harsono,5.0,"Good hotel, more valuable, good food"
Hotel Tugu Indah,Zeus Priadika Priyono,4.0,Near Dr Adhiatma MPH Hospital. Stategic location.
Hotel Tugu Indah,Indrawan Dwi Prasantyo,5.0,Really help when transit in semarang and near the exit toll
Hotel Tugu Indah,Oldi Bagas,4.0,Good hotel with low price..
Hotel Tugu Indah,Indriyani Bahtiar,4.0,Not bad .... confortable
Hotel Tugu Indah,Achmad Fatoni,5.0,Verry good lakasud
Hotel Tugu Indah,Nyoman Wira Prasetya,4.0,Cozy and hi speed internet
Hotel Tugu Indah,Abid Mir,4.0,good for guest
Hotel Tugu Indah,Cristian Saputra,3.0,Breakfast need to improve
Hotel Tugu Indah,Iwan Prayogo,4.0,Ok
Hotel Tugu Indah,Dina Fitria Amalia,5.0,Great 👍👍👍
Hotel Tugu Indah,Adi Widodo,5.0,Ok
Hotel Tugu Indah,M Ressi Wicaksana,5.0,Recomend
Hotel Tugu Indah,Irwan Too,5.0,Ok
Hotel Tugu Indah,eddy krisdaryanto,4.0,Simple
Hotel Tugu Indah,Mr Sutoyo,3.0,Good
Hotel Tugu Indah,Deni Deni,5.0,Nice
Hotel Tugu Indah,Aros Melankolis,4.0,Awesome
Hotel Tugu Indah,adi lukito,5.0,Best service
Hotel Tugu Indah,Riggrn Angg,3.0,Average
Hotel Tugu Indah,oktafian adnand,5.0,Comfortable
Hotel Tugu Indah,Muhammad Rais Raya,4.0,Cozy hotel
Hotel Tugu Indah,Putra,5.0,(Translated by Google) الحمدُ لِلَّٰهِ لْعَالَمِينَ This Beautiful Tugu Hotel is very nice also strategic for travelers who want or are traveling to the city of Semarang or for car or motorbike drivers who want to rest first in the city of Semarang before continuing their journey to Jakarta (West) or Surabaya (East) to relieve fatigue. for motorcyclists who want to go west (Jakarta) or want to go east (Surabaya) can rest at the Tugu Indah Hotel because of its strategic location on the side of the road and very in line with the north coast lane (Jl. Raya Pantura towards Jakarta) Thank you (Original) الحمدُ لِلَّٰهِ رَبِّ ٱلْعَالَمِينَ Hotel Tugu Indah ini bagus sekali strategis juga buat para pelancong yang ingin atau sedang berwisata ke kota Semarang atau buat para pengendara mobil atau motor yang mau istirahat dulu di kota Semarang sebelum melanjutkan perjalanan ke arah Jakarta ( Barat ) atau arah Surabaya ( Timur ) untuk menghilangkan capek-capek bagi pengendara motor yang mau ke arah Barat ( Jakarta ) atau mau ke arah Timur ( Surabaya ) bisa beristirahat di Hotel Tugu Indah ini karena lokasinya pinggir jalan strategis sekali dan sangat searah dengan jalur pantura ( Jl. Raya Pantura arah Jakarta ) Terima kasih
Hotel Tugu Indah,penerbit luqmanulhakim,4.0,"(Translated by Google) The location is still near the Krapyak toll gate, cleanliness needs to be improved, it's still worth it for that price, you can order food on the spot and the price includes a house with a pretty good taste (Original) Lokasi masih deket pintu TOL krapyak, kebersihan perlu ditingkatkan, masih worth it untuk harga segitu, bisa pesan makanan di tempat dan harganya termasuk rumah dengan rasa yang lumayan enak"
Hotel Tugu Indah,Akun Satu,1.0,"(Translated by Google) The quality of the furniture is very bad, not worth the price. The front appearance is deceiving, the depth is zero (Original) Kualitas furnitur sangat buruk, tdk sebanding dg harganya. Penampilan depan menipu, dalamnya nol"
Hotel Tugu Indah,Eny Junainah,4.0,"(Translated by Google) The rooms and facilities are quite good, it's just a shame that I got a room where the sink didn't drain properly after being occupied. As for food, everything tastes ok (Original) Kamar dan fasilitasnya cukup bagus hanya sayang nya saya dapat kamar yg wastafelnya ga lancar pembuangan airnya setelah ditempati. Kalau untuk makanan semua rasanya ok punya"
Hotel Tugu Indah,Bayu Kurniawan,5.0,"(Translated by Google) Comfortable, of course, but just not clean enough (Original) Nyaman tentunya tapi cuma kurang bersih aja"
Hotel Tugu Indah,Akun Dua,1.0,(Translated by Google) The staff is very unprofessional. Especially the receptionist. Very bad. Tired of coming here (Original) Pegawai sangat tidak profesional. Apalagi resepsionisnya. Sangat buruk. Kapok ke sini
Hotel Tugu Indah,Rahmawati Fitria,5.0,"(Translated by Google) It's a pretty good place, clean too, the food is also ok (Original) Lumayanlah tempatnya, bersih juga, makanannya juga ok"
Hotel Tugu Indah,Dewi Awalina,5.0,(Translated by Google) Hmmm actually the bathroom is starting to get a bit old but not bad. The room is also claustrophobic if you don't use AC because there aren't any windows at all on the 1st floor. But it's okay (Original) Hmmm sebenernya kamar mandi mulai agak menjadul tp not badlah. Kamar jg sesak bauknya kalo gk pake ac krna ya gk ada sama sekali jendela di lantai 1. Tp gpp kok
Hotel Tugu Indah,Nikko Bondo@gmail.com Ekoprayitno,5.0,"(Translated by Google) Cheap prices, ok facilities, strategic location, the rooms are also clean. Anyway, great... (Original) Harga murah fasilitas ok, tmptnya strategis kamarnya juga bersih. Pokoknya mantap..."
Hotel Tugu Indah,Meewan M,5.0,(Translated by Google) Strategic location on the edge of the highway. Ample parking is safe and comfortable. (Original) Lokasi setrategis pingir jalan raya.parkir luas aman dan nyaman.
Hotel Tugu Indah,Nursahid 79,1.0,(Translated by Google) Not neat atmosphere in front of the hotel (Original) Kurang rapi suasana dpn hotelnya
Hotel Tugu Indah,Adhi C Kusuma,3.0,"(Translated by Google) Hotel on the side of Jalan Raya Walisongo Semarang towards Kendal. Suitable if you want to take a break from a long journey. Prices are quite friendly, but don't expect more with the rating and facilities. More suitable for work overnight or work, not suitable for vacation with family and small children. The rooms are not well lit, hot water is not stable. In accordance with the price offered. (Original) Hotel di pinggir jalan Raya Walisongo Semarang arah Kendal. Cocok jika Anda ingin beristirahat dari perjalanan jauh. Harga cukup bersahabat, namun jangan terlalu berharap lebih dengan rating dan fasilitasnya. Lebih cocok untuk menginap dinas atau bekerja, tidak cocok untuk vacation membawa keluarga dan anak kecil. Kamar kurang terang pencahayaannya, air panas tidak stabil. Sesuai dengan harga yang ditawarkan."
Hotel Tugu Indah,muhammad ibadurrohman,2.0,(Translated by Google) When you enter the bathroom you are greeted by a cockroach. The room has lots of mosquitoes. The lighting is lacking. The AC is not cold. There is no water heater. The TV channel is local and the picture is bad. Narrow parking. The location on the side of the Pantura road is really busy. Far from where to eat too. The hot water is not too hot. The breakfast is ok. (Original) Masuk kamar mandi disambut kecoa. Kamarnya banyak nyamuk. Penerangan nya kurang. AC nya ga dingin. Ga ada pemanas air. Saluran TV nya lokal dan gambar nya jelek. Parkiran sempit. Lokasi pinggir jalan pantura jadi ramai banget. Jauh dari tempat makan juga. Air panasnya ga terlalu panas. Sarapannya lumayan.
Hotel Tugu Indah,Wiwien Wintarto (WW),4.0,"(Translated by Google) The hotel is quite clean, and rooms that use the Airy Rooms service are also equipped with complimentary snacks. Bathroom equipment is also complete. It's just a shame in the bathroom there were no clothes and towel hooks. And the most okay is the restaurant that operates 24 hours and there is a list & price menu in the room. Very helpful if at any time hungry or need hot drinks. (Original) Hotelnya cukup bersih, dan kamar yang menggunakan layanan Airy Rooms dilengkapi pula dengan komplimen snack. Perlengkapan kamar mandi juga komplet. Hanya sayang di kamar mandi tak ada cantolan baju dan handuk. Dan yang paling oke adalah restonya yang beroperasi 24 jam dan ada daftar & harga menu di kamar. Sangat membantu bila sewaktu-waktu lapar atau perlu minuman panas."
Hotel Tugu Indah,Bertho Mulwiennoer,5.0,"(Translated by Google) Cheap but comfortable hotel. Hot water on the road, air conditioning is cool and not noisy. Suburban location near campus. Get a nice breakfast bonus. (Original) Hotel murah tapi nyaman. Air panas jalan, AC adem dan gak berisik. Lokasi pinggiran kota dekat kampus. Dapat bonus sarapan pagi yang enak."
Hotel Tugu Indah,Jekhda Nurhuda,4.0,"(Translated by Google) This is an old hotel from me still in school until now it is still active. The hotel is small enough with simple facilities. The lobby is less comfortable in my opinion with the couch for waiting to sit in the lobby. Entering the room smells a bit of AC when it is turned on, maybe because it is damp, long it doesn't fill. But the bed is still pretty good like most hotels. There is a terrace for relaxing but it's a shame how we want to sit back and relax on the ground because the grass isn't high and the terrace is dirty. The toilet is good, the towel must be able to replace the new one which is thick. Not the towel with the edges not in the seam. Conclusion is not comfortable in my opinion. (Original) Ini hotel lama dari saya masih sekolah sudah ada sampai sekarang masih aktif. Hotelnya kecil lumayanlah dengan fasilitas yang sederhana. Lobby kurang nyaman menurut saya dengan sofa buat menunggu duduk dilobby. Masuk ke kamar agak bau AC saat dinyalakan, mungkin karena lembab pengap lama ga di isi. Tapi kasurnya bed nya masih lumayan bagus spt hotel pada umumnya. Ada teras buat santai tapi sayang bagaimana kita mau duduk santai diteras karen rumput nya tinggi2 tidak dipotong dan teras kotor. Toiletnya lumayan handuknya harus dapat ganti yang baru yang tebal. Bukan handuk yang pinggirannya udah pada ga rapi jahitannya. Kesimpulan kurang nyaman menurut saya."
Hotel Tugu Indah,Nyimas Nur Komariya,2.0,"(Translated by Google) Not recommended. The room was not clean, there were hotel slippers under the bed, the bathroom sink was broken, the windows were dirty. But budget hotel standards. Paid hot water apparently. Even though there is a dispenser outside, you know, just take the hot water from the dispenser. (Original) Not recommended. Kamar tidak bersih, ada sendal hotel orang di bawah ranjang, wastafel kamar mandi rusak, jendela kotor. Tapi standar hotel melati. Air panas berbayar ternyata. Padahal di luar ada dispenser, tau gitu ambil air panasnya dari dispenser aja."
Hotel Tugu Indah,Nurul Khotimah,3.0,"(Translated by Google) A budget hotel with a price of 200 thousand, the warm shower was broken, the toilet splash closet was broken, just checked the room facilities, I immediately decided to check out. (Original) Hotel melati dgn harga 200rban, shower air hangat rusak, closet guyuran wc rusak, baru ceki fasilitas kamar yang demikian, langsung memutuskan check out saja."
Hotel Tugu Indah,Richa Miskiyya,4.0,"(Translated by Google) Airy room is fairly comfortable even though the price is cheap and the room is in the corner. Airy Standards. Facilities are okay, there is a minibus too. Just a little disturbed by the sound of people cooking in the kitchen and the toilet flush long and noisy. But so far it's still okay. If there is a chance, will stay again here (Original) Airy room nya terbilang nyaman meskipun harganya murah dan kamarnya di pojok. Standar Airy. Fasilitas oke, ada minibarnya juga. Cuma agak terganggu sama suara orang masak di dapur dan wc nya nyiramnya lama dan berisik. Tapi so far masih oke sih. Kalo ada kesempatan, bakal nginep lagi di sini"
Hotel Tugu Indah,Andy Novijanto,2.0,"(Translated by Google) Almost 10 years each time going home here. Rooms are spacious enough for families. But the cleanliness of the bathroom is lacking, there is no wifi in the room, the old spring mattress has become hard. The price of 310K for superior is not appropriate (Original) Hampir 10 tahun tiap mudik nginep disini. Kamar cukup luas buat keluarga. Tapi kebersihan kamar mandi kurang, wifi gak ada dikamar, kasur pegas dah lama jadi keras. Harga 310K buat superior gak sesuai"
Hotel Tugu Indah,Dian Hendriyana,1.0,"(Translated by Google) Stayed in room 110 on the night of June 25, 2018 with my two nephews because of a long trip, we were guests with a B plate Jakarta vehicle. When checking out we wait well, and Ms. CS tells us that 1 Citato Snack has been eaten. I ask whether the two nieces eat? They answered no, even after I swore their oath for the sake of Allah ... I am sure my nephew was not eating because last night was full of my supervision. I was asked to pay 1 snack, then I gave 100 thousand money without change. And also my two nieces and nephews through this review swore again that we did not eat the illegitimate snack. Such illegitimate food is very inappropriate for us, because it will only make our prayers obstructed from God ... we are Muslim families who are devout worshipers, even our household rules are based on the values ​​of the Qur'an and Sunnah. We have surrendered to God whoever the staff of this hotel is to tyrannize us. God will surely repay his tyranny. Indeed, Allah is the God of the Just. It's not the nominal amount of money that we have a problem with ... because we have more than enough money, but the accusations are rash as if we are thieves ... that's what we don't accept. Tugu Indah Hotel staff has accused us of damaging our good name ... also hurt us. In the hereafter, I would like to be found with the hotel staff who have tyrannized us. Thank you.. (Original) Menginap di kamar 110 pada malam 25 Juni 2018 bersama kedua keponakan saya karena perjalanan jauh, kami tamu dengan kendaraan plat B Jakarta. Saat check out kami tunggu dg baik, dan mbak CS nya memberitahukan bahwa 1 Snack Citato telah dimakan. Saya tanya kpd kedua keponakan apakah makan? Mereka jawab tidak, bahkan setelah pun saya sumpah mereka demi Allah.. saya yakin keponakan sy tdk makan karena semalam penuh dalam pengawasan saya. Saya diminta bayar 1 Snack tersebut, lalu sy berikan uang 100rb tanpa kembalian. Dan saya juga kedua keponakan saya melalui review ini kembali bersumpah bahwa kami tidak makan Snack haram tersebut. Makanan haram tersebut sangat tidak layak bagi kami, karena hanya akan membuat doa kami terhalang dari Allah.. kami keluarga muslim yg taat beribadah, bahkan peraturan rumah tangga kami pun berlandaskan nilai-nilai Al-Qur'an dan Sunnah. Kami sudah serahkan kepada Allah siapapun staff hotel ini yang mendzalimi kami. Allah pasti akan balas kedzaliman nya. Sungguh Allah adalah Tuhan Yang Maha Adil. Bukan nominal uangnya yg kami permasalahkan.. karena kami memiliki bekal uang yg lebih dari cukup, namun tuduhan dengan terburu2 seolah kami pencuri.. itu yang kami tidak terima. Staff Hotel Tugu Indah telah menuduh, merusak nama baik kami.. juga melukai hati kami. Di akhirat kelak, saya ingin ditemukan dengan staff hotel yg telah mendzalimi kami tersebut. Terimakasih.."
Hotel Tugu Indah,Edi Purwanto,1.0,"(Translated by Google) The hotel staff accused us of eating citato, I'm afraid this is the mode ... because for my sake, my sister, and I don't have anyone to eat. Even though the staff finally apologized for admitting from a previous guest, still the hotel management was unprofessional and had slandered us ... tarnished our good name ... This hotel is not recommended by the staff, the mode alias hooked for illicit money. Hopefully our money is for paying for meat snacks in the hotel staff. Enjoy the illicit money from our profit. (Original) Staff hotel menuduh kami makan citato, sy khawatir ini modus.. karena demi Allah saya, saudari saya, dan om sy tdk ada yg makan. Walaupun akhirnya staff meminta maaf karena mengakui dari tamu sebelumnya, tetap saja manajemen hotel tdk profesional dan telah memfitnah kami.. mencoreng nama baik kami.. Hotel ini sngat tdk rekomendasi karen staff nya modus alias doyan uang haram. Semoga uang kami yg utk bayar snack mjd daging dlm tubuh staff hotel ini. Selamat menikmati uang haram hasil memfitnh kami."
Hotel Tugu Indah,mulyo happy,5.0,"(Translated by Google) The deluxe room is more comfortable at the back, I'm a little scared, so ask to move to the front he... he... (Original) Kamar deluxe lebih nyaman yang ke belakang agak takut sih jadi minta pindah ke depan he...he..."
Hotel Tugu Indah,Anik Nur Habyba,5.0,"(Translated by Google) Stay here for purposes at UIN, overall okay, because you can get a room ahead of time. Only hot water can't. The bad cover is starting to get old but it's still clean. Nice, it's better if the facilities are improved (Original) Menginap disni untuk keperluan di UIN, overall okay, krna dpat kmar plg depan. Cuma air panas yg tidak bisa. Bad cover sudah mulai menua tp msh bersih. Nice, lebih baik lg jika ditingkatkan fasilitas"
Hotel Tugu Indah,salma siti,1.0,"(Translated by Google) The hotel is not too far from the airport. Less than half an hour to the airport from this place. (When the road is not jammed). From the front / receptionist the photo looks nice, elegant, but unfortunately, the hotel room is far from expectations. Old white marble floors, wooden beds, wooden cabinets, wooden tables, all of which are very old products. My sleep became afraid of moving a lot. Needs to be renovated. Likewise with the bathroom, it's been a very long time. Only one room lamp. when turned off, totally dark. When it is turned on, it can be difficult to sleep. I didn't use a bath towel. (Original) Hotel ini tidak terlalu jauh dari bandara. Kurang setengah jam sudah sampai ke bandara dari tempat ini. (Bila jalanan tidak macet). Dari depan/resepsionis foto tampak bagus, elegan, tetapi sayang, kamar hotel jauh dari ekspektasi. Lantai marmer putih yang sudah old, dipan tidur kayu, lemari kayu, meja kayu, yang semuanya sdh produk yg sangat lama. Tidur saya menjadi takut banyak gerak. Perlu direnovasi. Begitu juga dengan kamar mandi, sudah sangat lama. Lampu kamar hanya satu. bila dimatikan, mati total gelapnya. Bila dihidupkan bisa susah tidur. Handuk mandi.tidak saya pakai."
